paper_id,title,authors,year,source,doi_or_url,doi,url,arxiv_id,pdf_path,pdf_exists,note_path,note_exists,is_agent,inclusion_status,exclusion_reason,legacy_main_class,legacy_secondary_class,legacy_tertiary_class,secondary_class_source,secondary_class_confidence,secondary_class_review_status,fourth_level_topic,new_fourth_level,agent_type,research_workflow_role,validation_type,scientific_contribution_type,evidence_strength,citation_priority,scientific_object_modules,general_method_bucket,object_coverage_mode,primary_module_for_filing,primary_module_confidence,primary_module_assignment_rule,primary_module_override_reason,classification_source_field,classification_source_confidence,classification_parser_rule,first_hand_sources_checked,source_checked_at,progress_title,pdf_status,evidence_status,note_status,master_status,final_modules_or_bucket,source_limited,batch,closed,active_confirmed_core,record_status,inclusion_decision,duplicate_of,last_reviewed_at,last_reviewed_by,exported_at
ASD-0618,Integrating protein language models and automatic biofoundry for enhanced protein evolution,Unknown,2025,Nature Communications,https://doi.org/10.1038/s41467-025-56751-8,10.1038/s41467-025-56751-8,https://doi.org/10.1038/s41467-025-56751-8,,Reference_PDF/06_Life_Sciences/Unknown_2025_Protein_Language_Models_Automatic_Biofoundry.pdf,True,Notes/06_Life_Sciences/Unknown_2025_Protein_Language_Models_Automatic_Biofoundry.md,True,yes,to_read,,06,06.03,,legacy,low,unreviewed,Protein-language-model biofoundry evolution systems,no,LLM Agent;Tool-using Agent;Robot / Embodied Agent;Hybrid Agent,hypothesis_generation;experimental_design;experiment_execution;feedback_iteration,robotic_experiment;closed_loop_experiment,system_platform;protein_engineering,experimentally_validated,standard,06,none,single_module,06,high,main_scientific_object,,Remarks,high,structured_remark_token,,2026-06-22,Integrating protein language models and automatic biofoundry for enhanced protein evolution,archived_pdf,first_hand_full_text,updated,updated,06,no,Batch17Partial1,yes,True,active_confirmed_core,confirmed_core,,,,2026-07-06T07:53:02+00:00
ASD-0595,In vitro continuous protein evolution empowered by machine learning and automation,Unknown,2023,Cell Systems,https://doi.org/10.1016/j.cels.2023.04.006,10.1016/j.cels.2023.04.006,https://doi.org/10.1016/j.cels.2023.04.006,,,False,Notes/06_Life_Sciences/Unknown_2023_InVitro_Continuous_Protein_Evolution_Perspective.md,True,yes,background_only,,06,06.03,,legacy,low,unreviewed,Continuous protein-evolution automation systems,no,Planning Agent;Tool-using Agent;Robot / Embodied Agent;Hybrid Agent,experimental_design;experiment_execution;feedback_iteration;optimization,closed_loop_experiment;wet_lab_experiment,system_platform;protein_engineering,high_primary_abstract,background,06,none,single_module,06,high,main_scientific_object,,Main class,medium,legacy_main_class_fallback,,,,,,,,,,,,False,background_only,background_only,,,,2026-07-06T07:53:02+00:00
ASD-0596,Operate a Cell-Free Biofoundry using Large Language Models,J. Herisson; A. N. Hoang; A. El-Sawah; M. M. Khalil; J.-L. Faulon,2024,bioRxiv,https://doi.org/10.1101/2024.10.28.619828,10.1101/2024.10.28.619828,https://doi.org/10.1101/2024.10.28.619828,,Reference_PDF/06_Life_Sciences/Herisson_2024_Operate_CellFree_Biofoundry_LLMs.pdf,True,Notes/06_Life_Sciences/Unknown_2024_Operate_CellFree_Biofoundry_LLMs.md,True,yes,to_read,,06,06.03,,legacy,low,unreviewed,LLM-assisted cell-free biofoundry optimization,no,LLM Agent;Tool-using Agent;Planning Agent;Hybrid Agent,tool_use_and_code_execution;experimental_design;experiment_execution;workflow_orchestration,robotic_experiment;real_world_deployment,system_platform;synthetic_biology,experimentally_validated,standard,06,none,single_module,06,high,main_scientific_object,,Remarks,high,structured_remark_token,,2026-06-24,Operate a Cell-Free Biofoundry using Large Language Models,archived_pdf,first_hand_full_text,updated,updated,06,no,Batch30Partial3,yes,True,active_confirmed_core,confirmed_core,,,,2026-07-06T07:53:02+00:00
ASD-0597,Verification and execution of the scientific literature via chemputation augmented by large language models,Sebastian Pagel; Michael Jirasek; Leroy Cronin,2026,Communications Chemistry,https://doi.org/10.1038/s42004-026-01993-w,10.1038/s42004-026-01993-w,https://doi.org/10.1038/s42004-026-01993-w,,Reference_PDF/03_Chemical_Sciences/Pagel_2026_Chemputation_Literature_Verification.pdf,True,Notes/03_Chemical_Sciences/Pagel_2026_Chemputation_Literature_Verification.md,True,yes,to_read,,03,03.03,,legacy,low,unreviewed,Chemputation-augmented literature-execution systems,no,LLM Agent;Tool-using Agent;Robot / Embodied Agent;Hybrid Agent,literature_search_and_reading;tool_use_and_code_execution;experiment_execution;evidence_assessment_and_validation,robotic_experiment;wet_lab_experiment,system_platform;synthesis_execution,experimentally_validated,standard,03,none,single_module,03,high,main_scientific_object,,Remarks,high,structured_remark_token,,2026-06-23,Verification and execution of the scientific literature via chemputation augmented by large language models,archived_pdf,first_hand_full_text,updated,updated,03,no,Batch23Partial1,yes,True,active_confirmed_core,confirmed_core,,,,2026-07-06T07:53:02+00:00
ASD-0598,A Self-Driving Lab for Nano- and Advanced Materials Synthesis,Mohammad Zaki; Carsten Prinz; Bastian Ruehle,2025,ACS Nano,https://doi.org/10.1021/acsnano.4c17504,10.1021/acsnano.4c17504,https://doi.org/10.1021/acsnano.4c17504,,Reference_PDF/04_Materials_Science/Zaki_2025_SelfDriving_Lab_Nano_Advanced_Materials.pdf,True,Notes/04_Materials_Science/Zaki_2025_SelfDriving_Lab_Nano_Advanced_Materials.md,True,yes,to_read,,04,04.04,,legacy,low,unreviewed,Self-driving labs for nano and advanced materials synthesis,no,Robot / Embodied Agent;Planning Agent;Hybrid Agent,experimental_design;experiment_execution;feedback_iteration,robotic_experiment;closed_loop_experiment,system_platform;materials_discovery,experimentally_validated,standard,04,none,single_module,04,high,main_scientific_object,,Main class,medium,legacy_main_class_fallback,,,A Self-Driving Lab for Nano- and Advanced Materials Synthesis,archived_pdf,first_hand_full_text,checked,updated,04,no,Batch18Partial1,yes,True,active_confirmed_core,confirmed_core,,,,2026-07-06T07:53:02+00:00
ASD-0599,An AI-Native Biofoundry for Autonomous Enzyme Engineering: Integrating Active Learning with Automated Experimentation,Chuwen Zhang et al.,2026,bioRxiv,https://doi.org/10.64898/2026.02.01.703093,10.64898/2026.02.01.703093,https://doi.org/10.64898/2026.02.01.703093,,Reference_PDF/06_Life_Sciences/Zhang_2026_AINative_Biofoundry_Enzyme_Engineering.pdf,True,Notes/06_Life_Sciences/Zhang_2026_AINative_Biofoundry_Enzyme_Engineering.md,True,yes,to_read,,06,06.03,,legacy,low,unreviewed,AI-native enzyme-engineering biofoundries,no,LLM Agent;Planning Agent;Tool-using Agent;Robot / Embodied Agent;Hybrid Agent,hypothesis_generation;experimental_design;experiment_execution;feedback_iteration,robotic_experiment;closed_loop_experiment,system_platform;enzyme_engineering,medium_high_primary_abstract,standard,06,none,single_module,06,high,main_scientific_object,,Remarks,high,structured_remark_token,,2026-06-23,An AI-Native Biofoundry for Autonomous Enzyme Engineering: Integrating Active Learning with Automated Experimentation,archived_pdf,first_hand_abstract_review_packet,updated_source_limited,updated_source_limited,06,yes,Batch23Partial1,yes,True,active_confirmed_core,confirmed_core,,,,2026-07-06T07:53:02+00:00
ASD-0600,A universal system for digitization and automatic execution of the chemical synthesis literature,S. Hessam M. Mehr; Matthew Craven; Artem I. Leonov; Graham Keenan; Leroy Cronin,2020,Science,https://doi.org/10.1126/science.abc2986,10.1126/science.abc2986,https://doi.org/10.1126/science.abc2986,,Reference_PDF/03_Chemical_Sciences/Mehr_2020_Universal_Chemical_Synthesis_Literature.pdf,True,Notes/03_Chemical_Sciences/Mehr_2020_Universal_Chemical_Synthesis_Literature.md,True,yes,to_read,,03,03.03,,legacy,low,unreviewed,Digitized chemical-synthesis execution systems,no,Tool-using Agent;Robot / Embodied Agent;Hybrid Agent,literature_search_and_reading;tool_use_and_code_execution;experiment_execution;workflow_orchestration,robotic_experiment;wet_lab_experiment,system_platform;synthesis_execution,experimentally_validated,standard,03,none,single_module,03,high,main_scientific_object,,Main class,medium,legacy_main_class_fallback,,,A universal system for digitization and automatic execution of the chemical synthesis literature,archived_pdf,first_hand_full_text,checked,updated,03,no,Batch18Partial1,yes,True,active_confirmed_core,confirmed_core,,,,2026-07-06T07:53:02+00:00
ASD-0601,"Automated self-optimization, intensification, and scale-up of photocatalysis in flow",Aidan Slattery; Zhenghui Wen; Pauline Tenblad; Jesus Sanjose-Orduna; Diego Pintossi; Tim den Hartog; Timothy Noel,2024,Science,https://doi.org/10.1126/science.adj1817,10.1126/science.adj1817,https://doi.org/10.1126/science.adj1817,,Reference_PDF/03_Chemical_Sciences/Slattery_2024_RoboChem_Photocatalysis.pdf,True,Notes/03_Chemical_Sciences/Slattery_2024_RoboChem_Photocatalysis.md,True,yes,to_read,,03,03.03,,legacy,low,unreviewed,RoboChem photocatalysis self-optimizing systems,no,Robot / Embodied Agent;Planning Agent;Hybrid Agent,experimental_design;experiment_execution;feedback_iteration;optimization,closed_loop_experiment;robotic_experiment,system_platform;synthesis_optimization,experimentally_validated,standard,03,none,single_module,03,high,main_scientific_object,,Main class,medium,legacy_main_class_fallback,,,"Automated self-optimization, intensification, and scale-up of photocatalysis in flow",archived_pdf,first_hand_full_text,checked,updated,03,no,Batch18Partial1,yes,True,active_confirmed_core,confirmed_core,,,,2026-07-06T07:53:02+00:00
ASD-0602,"An all-in-one multipurpose robotic platform for the self-optimization, intensification and scale-up of photocatalysis in flow",Aidan Slattery; Zhenghui Wen; Pauline Tenblad; Diego Pintossi; Jesus Sanjose-Orduna; Tim den Hartog; Timothy Noel,2023,ChemRxiv,https://doi.org/10.26434/chemrxiv-2023-r0drq,10.26434/chemrxiv-2023-r0drq,https://doi.org/10.26434/chemrxiv-2023-r0drq,,,False,Notes/03_Chemical_Sciences/Slattery_2023_RoboChem_Photocatalysis_Preprint.md,True,yes,background_only,,03,03.03,,legacy,low,unreviewed,RoboChem preprint platforms for autonomous photocatalysis,no,Robot / Embodied Agent;Planning Agent;Hybrid Agent,experimental_design;experiment_execution;feedback_iteration;optimization,closed_loop_experiment;robotic_experiment,system_platform;synthesis_optimization,experimentally_validated,background,03,none,single_module,03,high,main_scientific_object,,Main class,medium,legacy_main_class_fallback,,,,,,,,,,,,False,background_only,background_only,,,,2026-07-06T07:53:02+00:00
ASD-0603,Reconfigurable system for automated optimization of diverse chemical reactions,Anne-Catherine Bedard; Andrea Adamo; Kosi C. Aroh; M. Grace Russell; Aaron A. Bedermann; Jeremy Torosian; Brian Yue; Klavs F. Jensen; Timothy F. Jamison,2018,Science,https://doi.org/10.1126/science.aat0650,10.1126/science.aat0650,https://doi.org/10.1126/science.aat0650,,,False,Notes/03_Chemical_Sciences/Bedard_2018_Reconfigurable_Reaction_Optimization.md,True,yes,to_read,,03,03.03,,legacy,low,unreviewed,Reconfigurable autonomous-reaction-optimization systems,no,Robot / Embodied Agent;Planning Agent;Hybrid Agent,experimental_design;experiment_execution;feedback_iteration;optimization,robotic_experiment;wet_lab_experiment,system_platform;synthesis_optimization,high_primary_abstract,standard,03,none,single_module,03,high,main_scientific_object,,Remarks,high,structured_remark_token,,2026-06-23,Reconfigurable system for automated optimization of diverse chemical reactions,abstract_only_checked,first_hand_abstract_review_packet,updated_source_limited,updated_source_limited,03,yes,Batch23Partial1,yes,True,active_confirmed_core,confirmed_core,,,,2026-07-06T07:53:02+00:00
ASD-0604,Real-time experiment-theory closed-loop interaction for autonomous materials science,Unknown,2025,Science Advances,https://doi.org/10.1126/sciadv.adu7426,10.1126/sciadv.adu7426,https://doi.org/10.1126/sciadv.adu7426,,,False,,False,yes,excluded,Duplicate high-impact expansion record of ASD-0154; keep ASD-0154 as canonical.,04,04.04,,legacy,low,unreviewed,Autonomous experiment-theory materials loops,no,Robot / Embodied Agent;Planning Agent;Hybrid Agent,experimental_design;experiment_execution;simulation_modeling;feedback_iteration,closed_loop_experiment;simulation_validation,system_platform;materials_discovery,high_duplicate,do_not_cite,04,none,single_module,04,high,main_scientific_object,,Main class,medium,legacy_main_class_fallback,,,,,,,,,,,,False,duplicate,duplicate,ASD-0154,,,2026-07-06T07:53:02+00:00
ASD-0605,Evolution of oil droplets in a chemorobotic platform,Juan Manuel Parrilla Gutierrez; Trevor Hinkley; James Ward Taylor; Kliment Yanev; Leroy Cronin,2014,Nature Communications,https://doi.org/10.1038/ncomms6571,10.1038/ncomms6571,https://doi.org/10.1038/ncomms6571,,Reference_PDF/03_Chemical_Sciences/Gutierrez_2014_Evolution_Oil_Droplets_Chemorobotic.pdf,True,Notes/03_Chemical_Sciences/Gutierrez_2014_Evolution_Oil_Droplets_Chemorobotic.md,True,yes,to_read,,03,03.04,,legacy,low,unreviewed,Chemorobotic droplet-evolution systems,no,Robot / Embodied Agent;Hybrid Agent,hypothesis_generation;experiment_execution;feedback_iteration;optimization,robotic_experiment;wet_lab_experiment,system_platform;experimental_discovery,experimentally_validated,standard,03,none,single_module,03,high,main_scientific_object,,Main class,medium,legacy_main_class_fallback,,,Evolution of oil droplets in a chemorobotic platform,archived_pdf,first_hand_full_text,checked,updated,03,no,Batch18Partial1,yes,True,active_confirmed_core,confirmed_core,,,,2026-07-06T07:53:02+00:00
ASD-0606,Accelerate Synthesis of Metal-Organic Frameworks by a Robotic Platform and Bayesian Optimization,Yunchao Xie; Chi Zhang; Heng Deng; Bujingda Zheng; Jheng-Wun Su; Kenyon Shutt; Jian Lin,2021,ACS Applied Materials & Interfaces,https://doi.org/10.1021/acsami.1c16506,10.1021/acsami.1c16506,https://doi.org/10.1021/acsami.1c16506,,Reference_PDF/04_Materials_Science/Xie_2021_Robotic_MOF_Synthesis_Bayesian_Optimization.pdf,True,Notes/04_Materials_Science/Xie_2021_Robotic_MOF_Synthesis_Bayesian_Optimization.md,True,yes,to_read,,04,04.03,,legacy,low,unreviewed,Robotic MOF-synthesis optimization platforms,no,Robot / Embodied Agent;Planning Agent;Hybrid Agent,experimental_design;experiment_execution;feedback_iteration;optimization,robotic_experiment;closed_loop_experiment,system_platform;materials_discovery,experimentally_validated,standard,04,none,single_module,04,high,main_scientific_object,,Remarks,high,structured_remark_token,,2026-06-23,Accelerate Synthesis of Metal-Organic Frameworks by a Robotic Platform and Bayesian Optimization,archived_pdf,first_hand_full_text_review_packet,updated,updated,04,no,Batch24Partial1,yes,True,active_confirmed_core,confirmed_core,,,,2026-07-06T07:53:02+00:00
ASD-0607,Organic synthesis in a modular robotic system driven by a chemical programming language,Sebastian Steiner; Jakob Wolf; Stefan Glatzel; Anna Andreou; Jaroslaw M. Granda; Graham Keenan; Trevor Hinkley; George Aragon-Camarasa; Philip J. Kitson; Davide Angelone; Leroy Cronin,2019,Science,https://doi.org/10.1126/science.aav2211,10.1126/science.aav2211,https://doi.org/10.1126/science.aav2211,,Reference_PDF/03_Chemical_Sciences/Steiner_2019_Modular_Robotic_Organic_Synthesis.pdf,True,Notes/03_Chemical_Sciences/Steiner_2019_Modular_Robotic_Organic_Synthesis.md,True,yes,to_read,,03,03.03,,legacy,low,unreviewed,Modular robotic organic-synthesis systems,no,Tool-using Agent;Robot / Embodied Agent;Hybrid Agent,literature_search_and_reading;tool_use_and_code_execution;experiment_execution;workflow_orchestration,robotic_experiment;wet_lab_experiment,system_platform;synthesis_execution,experimentally_validated,standard,03,none,single_module,03,high,main_scientific_object,,Main class,medium,legacy_main_class_fallback,,,Organic synthesis in a modular robotic system driven by a chemical programming language,archived_pdf,first_hand_full_text,checked,updated,03,no,Batch18Partial1,yes,True,active_confirmed_core,confirmed_core,,,,2026-07-06T07:53:02+00:00
ASD-0608,Autonomous Battery Optimization by Deploying Distributed Experiments and Simulations,Monika Vogler; Simon Krarup Steensen; Francisco Fernando Ramirez; et al.,2024,Advanced Energy Materials,https://doi.org/10.1002/aenm.202403263,10.1002/aenm.202403263,https://doi.org/10.1002/aenm.202403263,,Reference_PDF/04_Materials_Science/Vogler_2024_Autonomous_Battery_Optimization.pdf,True,Notes/04_Materials_Science/Vogler_2024_Autonomous_Battery_Optimization.md,True,yes,to_read,,04,04.04,,legacy,low,unreviewed,Distributed autonomous battery-optimization systems,no,Planning Agent;Tool-using Agent;Hybrid Agent,experimental_design;simulation_modeling;feedback_iteration;optimization,closed_loop_experiment;simulation_validation,system_platform;materials_discovery,experimentally_validated,standard,04,none,single_module,04,high,main_scientific_object,,Main class,medium,legacy_main_class_fallback,,,Autonomous Battery Optimization by Deploying Distributed Experiments and Simulations,archived_pdf,first_hand_full_text,checked,updated,04,no,Batch18Partial1,yes,True,active_confirmed_core,confirmed_core,,,,2026-07-06T07:53:02+00:00
ASD-0609,Automated pH Adjustment Driven by Robotic Workflows and Active Machine Learning,Alexander Pomberger; Nicholas A. Jose; David Walz; J. Meissner; C. Holze; M. Kopczynski; P. Muller-Bischof; Alexei A. Lapkin,2022,Chemical Engineering Journal,https://doi.org/10.1016/j.cej.2022.139099,10.1016/j.cej.2022.139099,https://doi.org/10.1016/j.cej.2022.139099,,,False,Notes/03_Chemical_Sciences/Pomberger_2022_Automated_pH_Adjustment.md,True,yes,to_read,,03,03.03,,legacy,low,unreviewed,Robotic pH-adjustment optimization workflows,no,Robot / Embodied Agent;Planning Agent;Hybrid Agent,experimental_design;experiment_execution;feedback_iteration;optimization,robotic_experiment;closed_loop_experiment,system_platform;process_optimization,experimentally_validated,standard,03,none,single_module,03,high,main_scientific_object,,Remarks,high,structured_remark_token,ChemRxiv full-text PDF + ScienceDirect publisher page/abstract,2026-06-22,Automated pH Adjustment Driven by Robotic Workflows and Active Machine Learning,preprint_pdf_checked_no_local_archive,first_hand_full_text,updated,updated,03,no,Batch18Partial1,yes,True,active_confirmed_core,confirmed_core,,,,2026-07-06T07:53:02+00:00
ASD-0610,Autonomous retrosynthesis of gold nanoparticles via spectral shape matching,Kiran Vaddi; Huat Thart Chiang; Lilo D. Pozzo,2022,Digital Discovery,https://doi.org/10.1039/D2DD00025C,10.1039/D2DD00025C,https://doi.org/10.1039/D2DD00025C,,Reference_PDF/04_Materials_Science/Vaddi_2022_Autonomous_Retrosynthesis_Gold_Nanoparticles.pdf,True,Notes/04_Materials_Science/Vaddi_2022_Autonomous_Retrosynthesis_Gold_Nanoparticles.md,True,yes,to_read,,04,04.03,,legacy,low,unreviewed,Autonomous nanoparticle retrosynthesis systems,no,Planning Agent;Tool-using Agent;Hybrid Agent,hypothesis_generation;experimental_design;data_analysis;feedback_iteration,simulation_validation;robotic_experiment,system_platform;materials_discovery,experimentally_validated,standard,04,none,single_module,04,high,main_scientific_object,,Main class,medium,legacy_main_class_fallback,,,Autonomous retrosynthesis of gold nanoparticles via spectral shape matching,archived_pdf,first_hand_full_text,checked,updated,04,no,Batch18Partial1,yes,True,active_confirmed_core,confirmed_core,,,,2026-07-06T07:53:02+00:00
ASD-0611,Autonomous materials synthesis via hierarchical active learning of nonequilibrium phase diagrams,Sebastian Ament; Maximilian Amsler; Duncan R. Sutherland; Ming-Chiang Chang; Dan Guevarra; Aine B. Connolly; John M. Gregoire; Michael O. Thompson; Carla P. Gomes; R. Bruce van Dover,2021,Science Advances,https://doi.org/10.1126/sciadv.abg4930,10.1126/sciadv.abg4930,https://doi.org/10.1126/sciadv.abg4930,,Reference_PDF/04_Materials_Science/Ament_2021_Autonomous_Materials_Synthesis.pdf,True,Notes/04_Materials_Science/Ament_2021_Autonomous_Materials_Synthesis.md,True,yes,to_read,,04,04.04,,legacy,low,unreviewed,Hierarchical-active-learning materials-synthesis systems,no,Planning Agent;Robot / Embodied Agent;Hybrid Agent,experimental_design;experiment_execution;feedback_iteration;optimization,closed_loop_experiment;robotic_experiment,system_platform;materials_discovery,experimentally_validated,standard,04,none,single_module,04,high,main_scientific_object,,Main class,medium,legacy_main_class_fallback,,,Autonomous materials synthesis via hierarchical active learning of nonequilibrium phase diagrams,archived_pdf,first_hand_full_text,checked,updated,04,no,Batch18Partial1,yes,True,active_confirmed_core,confirmed_core,,,,2026-07-06T07:53:02+00:00
ASD-0612,Navigating phase diagram complexity to guide robotic inorganic materials synthesis,Jiadong Chen; Samuel R. Cross; Lincoln J. Miara; Jeong-Ju Cho; Yan Wang; Wenhao Sun,2024,Nature Synthesis,https://doi.org/10.1038/s44160-024-00502-y,10.1038/s44160-024-00502-y,https://doi.org/10.1038/s44160-024-00502-y,,Reference_PDF/04_Materials_Science/Chen_2024_Navigating_Phase_Diagram_Complexity.pdf,True,Notes/04_Materials_Science/Chen_2024_Navigating_Phase_Diagram_Complexity.md,True,yes,to_read,,04,04.04,,legacy,low,unreviewed,Robotic inorganic-materials synthesis guidance systems,no,Robot / Embodied Agent;Planning Agent;Hybrid Agent,experimental_design;experiment_execution;feedback_iteration;optimization,robotic_experiment;closed_loop_experiment,system_platform;materials_discovery,experimentally_validated,standard,04,none,single_module,04,high,main_scientific_object,,Main class,medium,legacy_main_class_fallback,,,Navigating phase diagram complexity to guide robotic inorganic materials synthesis,archived_pdf,first_hand_full_text,checked,updated,04,no,Batch18Partial1,yes,True,active_confirmed_core,confirmed_core,,,,2026-07-06T07:53:02+00:00
ASD-0613,Physics Discovery in Nanoplasmonic Systems via Autonomous Experiments in Scanning Transmission Electron Microscopy,Kevin M. Roccapriore; Sergei V. Kalinin; Maxim Ziatdinov,2022,Advanced Science,https://doi.org/10.1002/advs.202203422,10.1002/advs.202203422,https://doi.org/10.1002/advs.202203422,,Reference_PDF/02_Physics_Astronomy_and_Cosmic_Sciences/Roccapriore_2022_Physics_Discovery_Nanoplasmonic_STEM.pdf,True,Notes/02_Physics_Astronomy_and_Cosmic_Sciences/Roccapriore_2022_Physics_Discovery_Nanoplasmonic_STEM.md,True,yes,to_read,,02,02.02,,legacy,low,unreviewed,Autonomous microscopy-based nanoplasmonic-discovery systems,no,Planning Agent;Tool-using Agent;Hybrid Agent,experiment_execution;data_analysis;feedback_iteration;physics_discovery,robotic_experiment;real_world_deployment,system_platform;physical_discovery,medium_high_primary_abstract,standard,02,none,single_module,02,high,main_scientific_object,,Main class,medium,legacy_main_class_fallback,,2026-07-05,Physics Discovery in Nanoplasmonic Systems via Autonomous Experiments in Scanning Transmission Electron Microscopy,archived_pdf,first_hand_full_text,updated,updated,02,no,Phase6FollowupR21,yes,True,active_confirmed_core,confirmed_core,,,,2026-07-06T07:53:02+00:00
ASD-0614,"Modular, Multi-Robot Integration of Laboratories: An Autonomous Solid-State Workflow for Powder X-Ray Diffraction",Amy M. Lunt; Hatem Fakhruldeen; Gabriella Pizzuto; Louis Longley; Alexander White; Nicola Rankin; Rob Clowes; Ben Alston; Lucia Gigli; Graeme M. Day; Andrew I. Cooper; Sam Y. Chong,2023,arXiv,https://doi.org/10.48550/arXiv.2309.00544,10.48550/arXiv.2309.00544,https://doi.org/10.48550/arXiv.2309.00544,,Reference_PDF/04_Materials_Science/Lunt_2023_Autonomous_SolidState_PXRD_Workflow.pdf,True,Notes/04_Materials_Science/Lunt_2023_Autonomous_SolidState_PXRD_Workflow.md,True,yes,to_read,,04,04.01,,legacy,low,unreviewed,Autonomous solid-state PXRD workflows,no,Multi-Agent System;Robot / Embodied Agent;Hybrid Agent,experiment_execution;workflow_orchestration;data_analysis;feedback_iteration,robotic_experiment;real_world_deployment,system_platform;materials_characterization,medium_pending_full_text,standard,04,none,single_module,04,high,main_scientific_object,,Main class,medium,legacy_main_class_fallback,,,"Modular, Multi-Robot Integration of Laboratories: An Autonomous Solid-State Workflow for Powder X-Ray Diffraction",archived_pdf,first_hand_abstract_review_packet,updated,checked,04,no,Batch24Partial1,yes,True,active_confirmed_core,confirmed_core,,,,2026-07-06T07:53:02+00:00
ASD-0615,Using simulation to accelerate autonomous experimentation: A case study using mechanics,Aldair E. Gongora; Kelsey L. Snapp; Emily Whiting; Patrick Riley; Kristofer G. Reyes; Elise F. Morgan; Keith A. Brown,2021,iScience,https://doi.org/10.1016/j.isci.2021.102262,10.1016/j.isci.2021.102262,https://doi.org/10.1016/j.isci.2021.102262,,Reference_PDF/09_Engineering_and_Industrial_Technology_Sciences/Gongora_2021_Simulation_Accelerated_Autonomous_Experimentation.pdf,True,Notes/09_Engineering_and_Industrial_Technology_Sciences/Gongora_2021_Simulation_Accelerated_Autonomous_Experimentation.md,True,yes,to_read,,09,09.02,,legacy,low,unreviewed,Autonomous experimentation for mechanics,no,Planning Agent;Hybrid Agent;Tool-using Agent,simulation_modeling;experimental_design;feedback_iteration;optimization,simulation_validation,system_platform;engineering_analysis,experimentally_validated,standard,09,none,single_module,09,high,main_scientific_object,,Main class,medium,legacy_main_class_fallback,,,Using simulation to accelerate autonomous experimentation: A case study using mechanics,archived_pdf,first_hand_full_text,checked,updated,09,no,Batch18Partial1,yes,True,active_confirmed_core,confirmed_core,,,,2026-07-06T07:53:02+00:00
ASD-0616,NIMS-OS: An automation software to implement a closed loop between artificial intelligence and robotic experiments in materials science,Ryo Tamura; Koji Tsuda; Shoichi Matsuda,2023,Science and Technology of Advanced Materials: Methods,https://doi.org/10.1080/27660400.2023.2232297,10.1080/27660400.2023.2232297,https://doi.org/10.1080/27660400.2023.2232297,,,False,,False,yes,excluded,Duplicate metadata-upgrade record of ASD-0478; keep ASD-0478 as canonical.,04,04.04,,legacy,low,unreviewed,Closed-loop materials-orchestration software,no,Tool-using Agent;Planning Agent;Robot / Embodied Agent;Hybrid Agent,workflow_orchestration;experiment_execution;feedback_iteration;optimization,robotic_experiment;real_world_deployment,system_platform;materials_discovery,high_duplicate,do_not_cite,04,none,single_module,04,high,main_scientific_object,,Main class,medium,legacy_main_class_fallback,,,,,,,,,,,,False,duplicate,duplicate,ASD-0478,,,2026-07-06T07:53:02+00:00
ASD-0619,ChemOS 2.0: An orchestration architecture for chemical self-driving laboratories,Yunchao Xie; Chi Zhang; et al.,2024,Matter,https://doi.org/10.1016/j.matt.2024.04.022,10.1016/j.matt.2024.04.022,https://doi.org/10.1016/j.matt.2024.04.022,,,False,,False,yes,background_only,Orchestration architecture for chemical self-driving laboratories; retain as SDL infrastructure background rather than confirmed core.,03,03.03,,legacy,low,unreviewed,Chemical self-driving-laboratory orchestration architectures,no,Tool-using Agent;Planning Agent;Robot / Embodied Agent;Hybrid Agent,workflow_orchestration;experiment_execution;feedback_iteration,robotic_experiment;real_world_deployment,system_platform;laboratory_automation,medium_metadata_with_abstract,background,03,none,single_module,03,high,main_scientific_object,,Main class,medium,legacy_main_class_fallback,,,,,,,,,,,,False,background_only,background_only,,,,2026-07-06T07:53:02+00:00
ASD-0620,Enabling Modular Autonomous Feedback-Loops in Materials Science through Hierarchical Experimental Laboratory Automation and Orchestration,Matthew J. Bortz; Ryan B. Comes; et al.,2022,Advanced Materials Interfaces,https://doi.org/10.1002/admi.202101987,10.1002/admi.202101987,https://doi.org/10.1002/admi.202101987,,,False,,False,yes,background_only,Hierarchical laboratory automation and orchestration architecture for materials feedback loops; retain as background infrastructure rather than confirmed core.,04,04.04,,legacy,low,unreviewed,Hierarchical materials-lab feedback-loop architectures,no,Tool-using Agent;Planning Agent;Robot / Embodied Agent;Hybrid Agent,workflow_orchestration;experiment_execution;feedback_iteration,robotic_experiment;real_world_deployment,system_platform;materials_discovery,medium_metadata_with_abstract,background,04,none,single_module,04,high,main_scientific_object,,Main class,medium,legacy_main_class_fallback,,,,,,,,,,,,False,background_only,background_only,,,,2026-07-06T07:53:02+00:00
