paper_id,title,active_confirmed_core,inclusion_status,scientific_object_modules,general_method_bucket,object_coverage_mode,primary_module_for_filing,primary_module_label,legacy_main_class,legacy_secondary_class,proposed_primary_taxonomy_code_2lvl,secondary_term_in_index,secondary_term_label,secondary_term_status,secondary_term_review_status,proposed_assignment_status,pending_reason,proposed_discipline_local_code,discipline_local_rank,source_limited,pdf_status,evidence_status,note_path,pdf_path,review_flags
ASD-0608,Autonomous Battery Optimization by Deploying Distributed Experiments and Simulations,True,to_read,04,none,single_module,04,Materials Science,04,04.04,04.04,True,Legacy secondary filing term 04.04,needs_review,unreviewed,active_code,,04-04-048,048,no,archived_pdf,first_hand_full_text,Notes/04_Materials_Science/Vogler_2024_Autonomous_Battery_Optimization.md,Reference_PDF/04_Materials_Science/Vogler_2024_Autonomous_Battery_Optimization.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0609,Automated pH Adjustment Driven by Robotic Workflows and Active Machine Learning,True,to_read,03,none,single_module,03,Chemical Sciences,03,03.03,03.03,True,Legacy secondary filing term 03.03,needs_review,unreviewed,active_code,,03-03-024,024,no,preprint_pdf_checked_no_local_archive,first_hand_full_text,Notes/03_Chemical_Sciences/Pomberger_2022_Automated_pH_Adjustment.md,,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0610,Autonomous retrosynthesis of gold nanoparticles via spectral shape matching,True,to_read,04,none,single_module,04,Materials Science,04,04.03,04.03,True,Legacy secondary filing term 04.03,needs_review,unreviewed,active_code,,04-03-016,016,no,archived_pdf,first_hand_full_text,Notes/04_Materials_Science/Vaddi_2022_Autonomous_Retrosynthesis_Gold_Nanoparticles.md,Reference_PDF/04_Materials_Science/Vaddi_2022_Autonomous_Retrosynthesis_Gold_Nanoparticles.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0611,Autonomous materials synthesis via hierarchical active learning of nonequilibrium phase diagrams,True,to_read,04,none,single_module,04,Materials Science,04,04.04,04.04,True,Legacy secondary filing term 04.04,needs_review,unreviewed,active_code,,04-04-049,049,no,archived_pdf,first_hand_full_text,Notes/04_Materials_Science/Ament_2021_Autonomous_Materials_Synthesis.md,Reference_PDF/04_Materials_Science/Ament_2021_Autonomous_Materials_Synthesis.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0612,Navigating phase diagram complexity to guide robotic inorganic materials synthesis,True,to_read,04,none,single_module,04,Materials Science,04,04.04,04.04,True,Legacy secondary filing term 04.04,needs_review,unreviewed,active_code,,04-04-050,050,no,archived_pdf,first_hand_full_text,Notes/04_Materials_Science/Chen_2024_Navigating_Phase_Diagram_Complexity.md,Reference_PDF/04_Materials_Science/Chen_2024_Navigating_Phase_Diagram_Complexity.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0613,Physics Discovery in Nanoplasmonic Systems via Autonomous Experiments in Scanning Transmission Electron Microscopy,True,to_read,02,none,single_module,02,"Physics, Astronomy and Cosmic Sciences",02,02.02,02.02,True,Legacy secondary filing term 02.02,needs_review,unreviewed,active_code,,02-02-004,004,no,archived_pdf,first_hand_full_text,Notes/02_Physics_Astronomy_and_Cosmic_Sciences/Roccapriore_2022_Physics_Discovery_Nanoplasmonic_STEM.md,Reference_PDF/02_Physics_Astronomy_and_Cosmic_Sciences/Roccapriore_2022_Physics_Discovery_Nanoplasmonic_STEM.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0614,"Modular, Multi-Robot Integration of Laboratories: An Autonomous Solid-State Workflow for Powder X-Ray Diffraction",True,to_read,04,none,single_module,04,Materials Science,04,04.01,04.01,True,Legacy secondary filing term 04.01,needs_review,unreviewed,active_code,,04-01-006,006,no,archived_pdf,first_hand_abstract_review_packet,Notes/04_Materials_Science/Lunt_2023_Autonomous_SolidState_PXRD_Workflow.md,Reference_PDF/04_Materials_Science/Lunt_2023_Autonomous_SolidState_PXRD_Workflow.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0615,Using simulation to accelerate autonomous experimentation: A case study using mechanics,True,to_read,09,none,single_module,09,Engineering and Industrial Technology Sciences,09,09.02,09.02,True,Legacy secondary filing term 09.02,needs_review,unreviewed,active_code,,09-02-003,003,no,archived_pdf,first_hand_full_text,Notes/09_Engineering_and_Industrial_Technology_Sciences/Gongora_2021_Simulation_Accelerated_Autonomous_Experimentation.md,Reference_PDF/09_Engineering_and_Industrial_Technology_Sciences/Gongora_2021_Simulation_Accelerated_Autonomous_Experimentation.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0617,An industrial automated laboratory for programmable protein evolution,True,to_read,06,none,single_module,06,Life Sciences,06,06.03,06.03,True,Legacy secondary filing term 06.03,needs_review,unreviewed,active_code,,06-03-028,028,yes,source_limited_no_local_pdf,source_limited_review_packet,Notes/06_Life_Sciences/Shen_2025_Industrial_Automated_Protein_Evolution.md,,source_limited;secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0618,Integrating protein language models and automatic biofoundry for enhanced protein evolution,True,to_read,06,none,single_module,06,Life Sciences,06,06.03,06.03,True,Legacy secondary filing term 06.03,needs_review,unreviewed,active_code,,06-03-029,029,no,archived_pdf,first_hand_full_text,Notes/06_Life_Sciences/Unknown_2025_Protein_Language_Models_Automatic_Biofoundry.md,Reference_PDF/06_Life_Sciences/Unknown_2025_Protein_Language_Models_Automatic_Biofoundry.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0621,An integrated high-throughput robotic platform and active learning approach for accelerated discovery of optimal electrolyte formulations,True,to_read,04,none,single_module,04,Materials Science,04,04.04,04.04,True,Legacy secondary filing term 04.04,needs_review,unreviewed,active_code,,04-04-051,051,no,archived_pdf,first_hand_full_text,Notes/04_Materials_Science/Noh_2024_Robotic_Electrolyte_Formulation_Discovery.md,Reference_PDF/04_Materials_Science/Noh_2024_Robotic_Electrolyte_Formulation_Discovery.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0622,Active learning accelerates electrolyte solvent screening for anode-free lithium metal batteries,True,to_read,04,none,single_module,04,Materials Science,04,04.04,04.04,True,Legacy secondary filing term 04.04,needs_review,unreviewed,active_code,,04-04-052,052,no,archived_pdf,first_hand_full_text,Notes/04_Materials_Science/Ma_2025_Active_Learning_Electrolyte_Screening.md,Reference_PDF/04_Materials_Science/Ma_2025_Active_Learning_Electrolyte_Screening.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0623,ClimAgent: LLM as Agents for Autonomous Open-ended Climate Science Analysis,True,to_read,05,none,single_module,05,Earth and Environmental Sciences,05,05.02,05.02,True,Legacy secondary filing term 05.02,needs_review,unreviewed,active_code,,05-02-001,001,no,archived_pdf,first_hand_full_text,Notes/05_Earth_and_Environmental_Sciences/Wang_2026_ClimAgent.md,Reference_PDF/05_Earth_and_Environmental_Sciences/Wang_2026_ClimAgent.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0624,SciSciGPT: advancing human-AI collaboration in the science of science,True,to_read,11,none,single_module,11,"Social, Behavioral, Economic and Knowledge System Sciences",11,11.07,11.07,True,Legacy secondary filing term 11.07,needs_review,unreviewed,active_code,,11-07-004,004,no,archived_pdf,first_hand_full_text_review_packet,Notes/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Shao_2025_SciSciGPT.md,Reference_PDF/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Shao_2025_SciSciGPT.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0625,ReviewAgents: Bridging the Gap Between Human and AI-Generated Paper Reviews,True,to_read,11,none,single_module,11,"Social, Behavioral, Economic and Knowledge System Sciences",11,11.07,11.07,True,Legacy secondary filing term 11.07,needs_review,unreviewed,active_code,,11-07-005,005,no,archived_pdf,first_hand_full_text,Notes/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Gao_2025_ReviewAgents.md,Reference_PDF/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Gao_2025_ReviewAgents.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0626,From Passive Generation to Investigation: A Proactive Scientific Peer Review Agent,True,to_read,11,none,single_module,11,"Social, Behavioral, Economic and Knowledge System Sciences",11,11.07,11.07,True,Legacy secondary filing term 11.07,needs_review,unreviewed,active_code,,11-07-006,006,no,archived_pdf,first_hand_full_text,Notes/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Fang_2026_ProReviewer.md,Reference_PDF/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Fang_2026_ProReviewer.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0627,Adaptive Science Operations in Deep Space Missions Using Offline Belief State Planning,True,to_read,10,none,single_module,10,"Aerospace, Marine and Transportation Sciences",10,10.02,10.02,True,Legacy secondary filing term 10.02,needs_review,unreviewed,active_code,,10-02-001,001,no,archived_pdf,first_hand_full_text_via_arxiv_fallback,Notes/10_Aerospace_Marine_and_Transportation_Sciences/Kim_2025_Adaptive_Science_Operations_Deep_Space.md,Reference_PDF/10_Aerospace_Marine_and_Transportation_Sciences/Kim_2025_Adaptive_Science_Operations_Deep_Space.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0628,ScholarPeer: A Context-Aware Multi-Agent Framework for Automated Peer Review,True,to_read,11,none,single_module,11,"Social, Behavioral, Economic and Knowledge System Sciences",11,11.07,11.07,True,Legacy secondary filing term 11.07,needs_review,unreviewed,active_code,,11-07-007,007,no,archived_pdf,first_hand_full_text_via_arxiv_fallback,Notes/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Unknown_2026_ScholarPeer.md,Reference_PDF/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Unknown_2026_ScholarPeer.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0629,CiteME: Can Language Models Accurately Cite Scientific Claims?,True,to_read,11,none,single_module,11,"Social, Behavioral, Economic and Knowledge System Sciences",11,11.07,11.07,True,Legacy secondary filing term 11.07,needs_review,unreviewed,active_code,,11-07-008,008,no,archived_pdf,first_hand_abstract_review_packet,Notes/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Press_2024_CiteME.md,Reference_PDF/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Press_2024_CiteME.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0630,Autonomous robotic experimentation system for powder X-ray diffraction,True,to_read,04,none,single_module,04,Materials Science,04,04.01,04.01,True,Legacy secondary filing term 04.01,needs_review,unreviewed,active_code,,04-01-007,007,no,archived_pdf,first_hand_full_text,Notes/04_Materials_Science/Yotsumoto_2024_Autonomous_PXRD_Experimentation.md,Reference_PDF/04_Materials_Science/Yotsumoto_2024_Autonomous_PXRD_Experimentation.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0631,Autonomous Discovery of Polymer Electrolyte Formulations with Warm-Start Batch Bayesian Optimization,True,to_read,04,none,single_module,04,Materials Science,04,04.04,04.04,True,Legacy secondary filing term 04.04,needs_review,unreviewed,active_code,,04-04-053,053,no,preprint_pdf_checked_no_local_archive,first_hand_preprint_pdf_review_packet,Notes/04_Materials_Science/Ruza_2025_Polymer_Electrolyte_WarmStart_BO.md,,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0632,A Hierarchical Multi-Agent System for Autonomous Discovery in Geoscientific Data Archives,True,to_read,05,none,single_module,05,Earth and Environmental Sciences,05,05.04,05.04,True,Legacy secondary filing term 05.04,needs_review,unreviewed,active_code,,05-04-001,001,no,archived_pdf,first_hand_full_text_via_arxiv_fallback,Notes/05_Earth_and_Environmental_Sciences/Pantiukhin_2026_Geoscientific_Data_Archives_MAS.md,Reference_PDF/05_Earth_and_Environmental_Sciences/Pantiukhin_2026_Geoscientific_Data_Archives_MAS.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0633,A Self-Evolving AI Agent System for Climate Science,True,to_read,05,none,single_module,05,Earth and Environmental Sciences,05,05.02,05.02,True,Legacy secondary filing term 05.02,needs_review,unreviewed,active_code,,05-02-002,002,no,archived_pdf,first_hand_full_text_via_arxiv_fallback,Notes/05_Earth_and_Environmental_Sciences/Guo_2025_EarthLink_Climate_Science.md,Reference_PDF/05_Earth_and_Environmental_Sciences/Guo_2025_EarthLink_Climate_Science.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0634,Aleks: AI powered Multi Agent System for Autonomous Scientific Discovery via Data-Driven Approaches in Plant Science,True,to_read,08,none,single_module,08,"Agricultural, Food, Forestry, Animal and Fishery Sciences",08,08.01,08.01,True,Legacy secondary filing term 08.01,needs_review,unreviewed,active_code,,08-01-002,002,no,archived_pdf,first_hand_full_text_via_arxiv_fallback,Notes/08_Agricultural_Food_Forestry_Animal_and_Fishery_Sciences/Jin_2025_Aleks.md,Reference_PDF/08_Agricultural_Food_Forestry_Animal_and_Fishery_Sciences/Jin_2025_Aleks.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0635,TianJi: An autonomous AI meteorologist for discovering physical mechanisms in atmospheric science,True,to_read,05,none,single_module,05,Earth and Environmental Sciences,05,05.02,05.02,True,Legacy secondary filing term 05.02,needs_review,unreviewed,active_code,,05-02-003,003,no,archived_pdf,first_hand_preprint_pdf_review_packet,Notes/05_Earth_and_Environmental_Sciences/Zhang_2026_TianJi_Autonomous_Meteorologist.md,Reference_PDF/05_Earth_and_Environmental_Sciences/Zhang_2026_TianJi_Autonomous_Meteorologist.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0636,EGTR-Review: Efficient Evidence-Grounded Scientific Peer Review,True,to_read,11,none,single_module,11,"Social, Behavioral, Economic and Knowledge System Sciences",11,11.07,11.07,True,Legacy secondary filing term 11.07,needs_review,unreviewed,active_code,,11-07-009,009,no,archived_pdf,first_hand_preprint_pdf_review_packet,Notes/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Unknown_2026_EGTR_Review.md,Reference_PDF/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Unknown_2026_EGTR_Review.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0637,Leveraging LLM-based agents for social science research: insights from citation network simulations,True,to_read,11,none,single_module,11,"Social, Behavioral, Economic and Knowledge System Sciences",11,11.07,11.07,True,Legacy secondary filing term 11.07,needs_review,unreviewed,active_code,,11-07-010,010,no,archived_pdf,first_hand_full_text,Notes/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Unknown_2025_Citation_Network_Simulations.md,Reference_PDF/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Unknown_2025_Citation_Network_Simulations.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0644,LLM Agents as Social Scientists: A Human-AI Collaborative Platform for Social Science Automation,True,to_read,11,none,single_module,11,"Social, Behavioral, Economic and Knowledge System Sciences",11,11.02,11.02,True,Legacy secondary filing term 11.02,needs_review,unreviewed,active_code,,11-02-001,001,no,archived_pdf,first_hand_full_text,Notes/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Wang_2026_S_Researcher_Social_Science_Automation.md,Reference_PDF/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Wang_2026_S_Researcher_Social_Science_Automation.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0645,The Autonomous Sciencecraft Experiment Onboard the EO-1 Spacecraft,True,to_read,10,none,single_module,10,"Aerospace, Marine and Transportation Sciences",10,10.02,10.02,True,Legacy secondary filing term 10.02,needs_review,unreviewed,active_code,,10-02-002,002,no,archived_pdf,first_hand_conference_pdf_review_packet,Notes/10_Aerospace_Marine_and_Transportation_Sciences/Tran_2004_Autonomous_Sciencecraft_EO1.md,Reference_PDF/10_Aerospace_Marine_and_Transportation_Sciences/Tran_2004_Autonomous_Sciencecraft_EO1.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0647,Autonomous Small Body Science Operations Using Reinforcement Learning,True,to_read,10,none,single_module,10,"Aerospace, Marine and Transportation Sciences",10,10.02,10.02,True,Legacy secondary filing term 10.02,needs_review,unreviewed,active_code,,10-02-003,003,no,archived_pdf,first_hand_author_pdf_review_packet,Notes/10_Aerospace_Marine_and_Transportation_Sciences/Herrmann_2022_Autonomous_Small_Body_Science_Operations.md,Reference_PDF/10_Aerospace_Marine_and_Transportation_Sciences/Herrmann_2022_Autonomous_Small_Body_Science_Operations.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0648,Reinforcement Learning For Earth-Observing Satellite Autonomy With Event-Based Task Intervals,True,to_read,10,none,single_module,10,"Aerospace, Marine and Transportation Sciences",10,10.02,10.02,True,Legacy secondary filing term 10.02,needs_review,unreviewed,active_code,,10-02-004,004,no,archived_pdf,first_hand_preprint_pdf_review_packet,Notes/10_Aerospace_Marine_and_Transportation_Sciences/Stephenson_2024_Earth_Observing_Satellite_Autonomy.md,Reference_PDF/10_Aerospace_Marine_and_Transportation_Sciences/Stephenson_2024_Earth_Observing_Satellite_Autonomy.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0649,"CMIP-Forge: An Agentic System that Retrieves, Computes, and Self-Reviews Climate Science",True,to_read,05,none,single_module,05,Earth and Environmental Sciences,05,05.02,05.02,True,Legacy secondary filing term 05.02,needs_review,unreviewed,active_code,,05-02-004,004,no,archived_pdf,first_hand_preprint_pdf_review_packet,Notes/05_Earth_and_Environmental_Sciences/Pantiukhin_2026_CMIP_Forge.md,Reference_PDF/05_Earth_and_Environmental_Sciences/Pantiukhin_2026_CMIP_Forge.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0650,OpenEarth-Agent: From Tool Calling to Tool Creation for Open-Environment Earth Observation,True,to_read,05;08;11,none,multi_module,05,Earth and Environmental Sciences,05,05.04,05.04,True,Legacy secondary filing term 05.04,needs_review,unreviewed,active_code,,05-04-002,002,no,archived_pdf,first_hand_preprint_pdf_review_packet,Notes/05_Earth_and_Environmental_Sciences/Zhao_2026_OpenEarth_Agent.md,Reference_PDF/05_Earth_and_Environmental_Sciences/Zhao_2026_OpenEarth_Agent.pdf,multi_module;secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0651,AI Driven Discovery of Bio Ecological Mediation in Cascading Heatwave Risks,True,to_read,05;11,none,multi_module,05,Earth and Environmental Sciences,05,05.02,05.02,True,Legacy secondary filing term 05.02,needs_review,unreviewed,active_code,,05-02-005,005,no,archived_pdf,first_hand_preprint_pdf_review_packet,Notes/05_Earth_and_Environmental_Sciences/Wang_2025_Heatwave_Discovery_Agent.md,Reference_PDF/05_Earth_and_Environmental_Sciences/Wang_2025_Heatwave_Discovery_Agent.pdf,multi_module;secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0652,ResearchTown: Simulator of Human Research Community,True,to_read,11,none,single_module,11,"Social, Behavioral, Economic and Knowledge System Sciences",11,11.07,11.07,True,Legacy secondary filing term 11.07,needs_review,unreviewed,active_code,,11-07-011,011,no,archived_pdf,first_hand_full_text,Notes/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Yu_2024_ResearchTown.md,Reference_PDF/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Yu_2024_ResearchTown.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0653,Earth-Agent: Unlocking the Full Landscape of Earth Observation with Agents,True,to_read,05,none,single_module,05,Earth and Environmental Sciences,05,05.04,05.04,True,Legacy secondary filing term 05.04,needs_review,unreviewed,active_code,,05-04-003,003,no,archived_pdf,first_hand_full_text,Notes/05_Earth_and_Environmental_Sciences/Feng_2025_Earth_Agent.md,Reference_PDF/05_Earth_and_Environmental_Sciences/Feng_2025_Earth_Agent.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0654,HLER: Human-in-the-Loop Economic Research via Multi-Agent Pipelines for Empirical Discovery,True,to_read,11,none,single_module,11,"Social, Behavioral, Economic and Knowledge System Sciences",11,11.01,11.01,True,Legacy secondary filing term 11.01,needs_review,unreviewed,active_code,,11-01-001,001,no,archived_pdf,first_hand_full_text,Notes/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Zhu_2026_HLER.md,Reference_PDF/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Zhu_2026_HLER.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0655,TreeReview: A Dynamic Tree of Questions Framework for Deep and Efficient LLM-based Scientific Peer Review,True,to_read,11,none,single_module,11,"Social, Behavioral, Economic and Knowledge System Sciences",11,11.07,11.07,True,Legacy secondary filing term 11.07,needs_review,unreviewed,active_code,,11-07-012,012,no,archived_pdf,first_hand_full_text,Notes/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Chang_2025_TreeReview.md,Reference_PDF/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Chang_2025_TreeReview.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0656,AI-Assisted Peer Review at Scale: The AAAI-26 AI Review Pilot,True,to_read,11,none,single_module,11,"Social, Behavioral, Economic and Knowledge System Sciences",11,11.07,11.07,True,Legacy secondary filing term 11.07,needs_review,unreviewed,active_code,,11-07-013,013,no,archived_pdf,first_hand_full_text,Notes/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Biswas_2026_AAAI_AI_Review_Pilot.md,Reference_PDF/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Biswas_2026_AAAI_AI_Review_Pilot.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0658,"Read the Paper, Write the Code: Agentic Reproduction of Social-Science Results",True,to_read,11,none,single_module,11,"Social, Behavioral, Economic and Knowledge System Sciences",11,11.07,11.07,True,Legacy secondary filing term 11.07,needs_review,unreviewed,active_code,,11-07-014,014,no,archived_pdf,first_hand_full_text,Notes/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Kohler_2026_Agentic_Reproduction_Social_Science.md,Reference_PDF/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Kohler_2026_Agentic_Reproduction_Social_Science.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0659,Autonomous Agents Coordinating Distributed Discovery Through Emergent Artifact Exchange,True,to_read,04;06;07;11,none,multi_module,04,Materials Science,04,04.04,04.04,True,Legacy secondary filing term 04.04,needs_review,unreviewed,active_code,,04-04-054,054,no,archived_pdf,first_hand_full_text,Notes/01_Formal_Information_and_Computational_Sciences/Wang_2026_Artifact_Exchange.md,Reference_PDF/04_Materials_Science/Wang_2026_Artifact_Exchange.pdf,multi_module;secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0660,S1-NexusAgent: a Self-Evolving Agent Framework for Multidisciplinary Scientific Research,True,to_read,03;04;06;07,none,multi_module,06,Life Sciences,01,01.04,,True,Legacy secondary filing term 01.04,needs_review,unreviewed,pending_secondary,secondary_primary_mismatch,,,no,archived_pdf,first_hand_full_text,Notes/01_Formal_Information_and_Computational_Sciences/NexusAgentTeam_2026_S1_NexusAgent.md,Reference_PDF/01_Formal_Information_and_Computational_Sciences/NexusAgentTeam_2026_S1_NexusAgent.pdf,multi_module;secondary_term_status_needs_review;secondary_term_review_unreviewed;secondary_primary_mismatch
ASD-0662,Mimosa Framework: Toward Evolving Multi-Agent Systems for Scientific Research,True,to_read,03;05;06;11,none,multi_module,01,"Formal, Information and Computational Sciences",01,01.04,01.04,True,Legacy secondary filing term 01.04,needs_review,unreviewed,active_code,,01-04-013,013,no,archived_pdf,first_hand_full_text,Notes/01_Formal_Information_and_Computational_Sciences/Unknown_2026_Mimosa_Framework.md,Reference_PDF/01_Formal_Information_and_Computational_Sciences/Unknown_2026_Mimosa_Framework.pdf,multi_module;primary_module_outside_scientific_object_modules;secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0663,AutoScientists: Self-Organizing Agent Teams for Long-Running Scientific Experimentation,True,to_read,01;06;07,none,multi_module,06,Life Sciences,01,01.04,,True,Legacy secondary filing term 01.04,needs_review,unreviewed,pending_secondary,secondary_primary_mismatch,,,no,archived_pdf,first_hand_full_text_via_arxiv_fallback,Notes/01_Formal_Information_and_Computational_Sciences/Unknown_2026_AutoScientists.md,Reference_PDF/01_Formal_Information_and_Computational_Sciences/Unknown_2026_AutoScientists.pdf,multi_module;secondary_term_status_needs_review;secondary_term_review_unreviewed;secondary_primary_mismatch
ASD-0664,Autonomous computational catalysis through an agentic research system,True,to_read,03;04,none,multi_module,03,Chemical Sciences,03,03.03,03.03,True,Legacy secondary filing term 03.03,needs_review,unreviewed,active_code,,03-03-025,025,no,archived_pdf,first_hand_full_text_via_arxiv_fallback,Notes/03_Chemical_Sciences/Unknown_2026_Autonomous_Computational_Catalysis.md,Reference_PDF/03_Chemical_Sciences/Unknown_2026_Autonomous_Computational_Catalysis.pdf,multi_module;secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0665,TSAgent: An Agentic Workflow for Autonomous Transition State Search,True,to_read,03,none,single_module,03,Chemical Sciences,03,03.03,03.03,True,Legacy secondary filing term 03.03,needs_review,unreviewed,active_code,,03-03-026,026,no,archived_pdf,first_hand_full_text,Notes/03_Chemical_Sciences/Unknown_2026_TSAgent.md,Reference_PDF/03_Chemical_Sciences/Unknown_2026_TSAgent.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0666,MatClaw: An Autonomous Code-First LLM Agent for End-to-End Materials Exploration,True,to_read,04,none,single_module,04,Materials Science,04,04.04,04.04,True,Legacy secondary filing term 04.04,needs_review,unreviewed,active_code,,04-04-055,055,no,archived_pdf,first_hand_full_text,Notes/04_Materials_Science/Unknown_2026_MatClaw.md,Reference_PDF/04_Materials_Science/Unknown_2026_MatClaw.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0667,From Natural Language to Materials Discovery: The Materials Knowledge Navigation Agent,True,to_read,04,none,single_module,04,Materials Science,04,04.04,04.04,True,Legacy secondary filing term 04.04,needs_review,unreviewed,active_code,,04-04-056,056,no,archived_pdf,first_hand_full_text,Notes/04_Materials_Science/Unknown_2026_MKNA.md,Reference_PDF/04_Materials_Science/Unknown_2026_MKNA.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0668,Autonomous Multi-Agent AI for High-Throughput Polymer Informatics: From Property Prediction to Generative Design Across Synthetic and Bio-Polymers,True,to_read,04,none,single_module,04,Materials Science,04,04.04,04.04,True,Legacy secondary filing term 04.04,needs_review,unreviewed,active_code,,04-04-057,057,no,archived_pdf,first_hand_full_text,Notes/04_Materials_Science/Nigam_2026_Autonomous_Polymer_Informatics.md,Reference_PDF/04_Materials_Science/Nigam_2026_Autonomous_Polymer_Informatics.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0669,MARBLE: Multi-Agent Reasoning for Bioinformatics Learning and Evolution,True,to_read,06;07,none,multi_module,06,Life Sciences,06,06.03,06.03,True,Legacy secondary filing term 06.03,needs_review,unreviewed,active_code,,06-03-030,030,no,archived_pdf,first_hand_full_text,Notes/06_Life_Sciences/Kim_2026_MARBLE.md,Reference_PDF/06_Life_Sciences/Kim_2026_MARBLE.pdf,multi_module;secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0670,Mozi: Governed Autonomy for Drug Discovery LLM Agents,True,to_read,07,none,single_module,07,Medical and Health Sciences,07,07.04,07.04,True,Legacy secondary filing term 07.04,needs_review,unreviewed,active_code,,07-04-025,025,no,archived_pdf,first_hand_full_text,Notes/07_Medical_and_Health_Sciences/Cao_2026_Mozi.md,Reference_PDF/07_Medical_and_Health_Sciences/Cao_2026_Mozi.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
