paper_id,assignment_id,discipline_local_code,discipline_local_rank,discipline_display_order,assignment_status,assigned_at,assigned_by,retired_at,redirected_to_code,assignment_reason,pending_reason,primary_module_for_filing,primary_module_confidence,primary_module_assignment_rule,primary_module_override_reason,primary_taxonomy_code_2lvl,legacy_secondary_class,secondary_class_source,secondary_class_confidence,secondary_class_review_status,scientific_object_modules,general_method_bucket,title,note_path,pdf_path,active_confirmed_core,is_derived_snapshot,generated_at,generated_by,source_commit,worktree_dirty
ASD-0598,DCA-000219,04-04-047,047,04-04-047,active_code,2026-07-05,codex,,,initial_assignment,,04,high,main_scientific_object,,04.04,04.04,legacy,low,unreviewed,04,none,A Self-Driving Lab for Nano- and Advanced Materials Synthesis,Notes/04_Materials_Science/Zaki_2025_SelfDriving_Lab_Nano_Advanced_Materials.md,Reference_PDF/04_Materials_Science/Zaki_2025_SelfDriving_Lab_Nano_Advanced_Materials.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0599,DCA-000220,06-03-027,027,06-03-027,active_code,2026-07-05,codex,,,initial_assignment,,06,high,main_scientific_object,,06.03,06.03,legacy,low,unreviewed,06,none,An AI-Native Biofoundry for Autonomous Enzyme Engineering: Integrating Active Learning with Automated Experimentation,Notes/06_Life_Sciences/Zhang_2026_AINative_Biofoundry_Enzyme_Engineering.md,Reference_PDF/06_Life_Sciences/Zhang_2026_AINative_Biofoundry_Enzyme_Engineering.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0600,DCA-000221,03-03-020,020,03-03-020,active_code,2026-07-05,codex,,,initial_assignment,,03,high,main_scientific_object,,03.03,03.03,legacy,low,unreviewed,03,none,A universal system for digitization and automatic execution of the chemical synthesis literature,Notes/03_Chemical_Sciences/Mehr_2020_Universal_Chemical_Synthesis_Literature.md,Reference_PDF/03_Chemical_Sciences/Mehr_2020_Universal_Chemical_Synthesis_Literature.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0601,DCA-000222,03-03-021,021,03-03-021,active_code,2026-07-05,codex,,,initial_assignment,,03,high,main_scientific_object,,03.03,03.03,legacy,low,unreviewed,03,none,"Automated self-optimization, intensification, and scale-up of photocatalysis in flow",Notes/03_Chemical_Sciences/Slattery_2024_RoboChem_Photocatalysis.md,Reference_PDF/03_Chemical_Sciences/Slattery_2024_RoboChem_Photocatalysis.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0603,DCA-000223,03-03-022,022,03-03-022,active_code,2026-07-05,codex,,,initial_assignment,,03,high,main_scientific_object,,03.03,03.03,legacy,low,unreviewed,03,none,Reconfigurable system for automated optimization of diverse chemical reactions,Notes/03_Chemical_Sciences/Bedard_2018_Reconfigurable_Reaction_Optimization.md,,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0605,DCA-000224,03-04-020,020,03-04-020,active_code,2026-07-05,codex,,,initial_assignment,,03,high,main_scientific_object,,03.04,03.04,legacy,low,unreviewed,03,none,Evolution of oil droplets in a chemorobotic platform,Notes/03_Chemical_Sciences/Gutierrez_2014_Evolution_Oil_Droplets_Chemorobotic.md,Reference_PDF/03_Chemical_Sciences/Gutierrez_2014_Evolution_Oil_Droplets_Chemorobotic.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0606,DCA-000225,04-03-015,015,04-03-015,active_code,2026-07-05,codex,,,initial_assignment,,04,high,main_scientific_object,,04.03,04.03,legacy,low,unreviewed,04,none,Accelerate Synthesis of Metal-Organic Frameworks by a Robotic Platform and Bayesian Optimization,Notes/04_Materials_Science/Xie_2021_Robotic_MOF_Synthesis_Bayesian_Optimization.md,Reference_PDF/04_Materials_Science/Xie_2021_Robotic_MOF_Synthesis_Bayesian_Optimization.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0607,DCA-000226,03-03-023,023,03-03-023,active_code,2026-07-05,codex,,,initial_assignment,,03,high,main_scientific_object,,03.03,03.03,legacy,low,unreviewed,03,none,Organic synthesis in a modular robotic system driven by a chemical programming language,Notes/03_Chemical_Sciences/Steiner_2019_Modular_Robotic_Organic_Synthesis.md,Reference_PDF/03_Chemical_Sciences/Steiner_2019_Modular_Robotic_Organic_Synthesis.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0608,DCA-000227,04-04-048,048,04-04-048,active_code,2026-07-05,codex,,,initial_assignment,,04,high,main_scientific_object,,04.04,04.04,legacy,low,unreviewed,04,none,Autonomous Battery Optimization by Deploying Distributed Experiments and Simulations,Notes/04_Materials_Science/Vogler_2024_Autonomous_Battery_Optimization.md,Reference_PDF/04_Materials_Science/Vogler_2024_Autonomous_Battery_Optimization.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0609,DCA-000228,03-03-024,024,03-03-024,active_code,2026-07-05,codex,,,initial_assignment,,03,high,main_scientific_object,,03.03,03.03,legacy,low,unreviewed,03,none,Automated pH Adjustment Driven by Robotic Workflows and Active Machine Learning,Notes/03_Chemical_Sciences/Pomberger_2022_Automated_pH_Adjustment.md,,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0610,DCA-000229,04-03-016,016,04-03-016,active_code,2026-07-05,codex,,,initial_assignment,,04,high,main_scientific_object,,04.03,04.03,legacy,low,unreviewed,04,none,Autonomous retrosynthesis of gold nanoparticles via spectral shape matching,Notes/04_Materials_Science/Vaddi_2022_Autonomous_Retrosynthesis_Gold_Nanoparticles.md,Reference_PDF/04_Materials_Science/Vaddi_2022_Autonomous_Retrosynthesis_Gold_Nanoparticles.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0611,DCA-000230,04-04-049,049,04-04-049,active_code,2026-07-05,codex,,,initial_assignment,,04,high,main_scientific_object,,04.04,04.04,legacy,low,unreviewed,04,none,Autonomous materials synthesis via hierarchical active learning of nonequilibrium phase diagrams,Notes/04_Materials_Science/Ament_2021_Autonomous_Materials_Synthesis.md,Reference_PDF/04_Materials_Science/Ament_2021_Autonomous_Materials_Synthesis.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0612,DCA-000231,04-04-050,050,04-04-050,active_code,2026-07-05,codex,,,initial_assignment,,04,high,main_scientific_object,,04.04,04.04,legacy,low,unreviewed,04,none,Navigating phase diagram complexity to guide robotic inorganic materials synthesis,Notes/04_Materials_Science/Chen_2024_Navigating_Phase_Diagram_Complexity.md,Reference_PDF/04_Materials_Science/Chen_2024_Navigating_Phase_Diagram_Complexity.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0613,DCA-000232,02-02-004,004,02-02-004,active_code,2026-07-05,codex,,,initial_assignment,,02,high,main_scientific_object,,02.02,02.02,legacy,low,unreviewed,02,none,Physics Discovery in Nanoplasmonic Systems via Autonomous Experiments in Scanning Transmission Electron Microscopy,Notes/02_Physics_Astronomy_and_Cosmic_Sciences/Roccapriore_2022_Physics_Discovery_Nanoplasmonic_STEM.md,Reference_PDF/02_Physics_Astronomy_and_Cosmic_Sciences/Roccapriore_2022_Physics_Discovery_Nanoplasmonic_STEM.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0614,DCA-000233,04-01-006,006,04-01-006,active_code,2026-07-05,codex,,,initial_assignment,,04,high,main_scientific_object,,04.01,04.01,legacy,low,unreviewed,04,none,"Modular, Multi-Robot Integration of Laboratories: An Autonomous Solid-State Workflow for Powder X-Ray Diffraction",Notes/04_Materials_Science/Lunt_2023_Autonomous_SolidState_PXRD_Workflow.md,Reference_PDF/04_Materials_Science/Lunt_2023_Autonomous_SolidState_PXRD_Workflow.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0615,DCA-000234,09-02-003,003,09-02-003,active_code,2026-07-05,codex,,,initial_assignment,,09,high,main_scientific_object,,09.02,09.02,legacy,low,unreviewed,09,none,Using simulation to accelerate autonomous experimentation: A case study using mechanics,Notes/09_Engineering_and_Industrial_Technology_Sciences/Gongora_2021_Simulation_Accelerated_Autonomous_Experimentation.md,Reference_PDF/09_Engineering_and_Industrial_Technology_Sciences/Gongora_2021_Simulation_Accelerated_Autonomous_Experimentation.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0617,DCA-000235,06-03-028,028,06-03-028,active_code,2026-07-05,codex,,,initial_assignment,,06,high,main_scientific_object,,06.03,06.03,legacy,low,unreviewed,06,none,An industrial automated laboratory for programmable protein evolution,Notes/06_Life_Sciences/Shen_2025_Industrial_Automated_Protein_Evolution.md,,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0618,DCA-000236,06-03-029,029,06-03-029,active_code,2026-07-05,codex,,,initial_assignment,,06,high,main_scientific_object,,06.03,06.03,legacy,low,unreviewed,06,none,Integrating protein language models and automatic biofoundry for enhanced protein evolution,Notes/06_Life_Sciences/Unknown_2025_Protein_Language_Models_Automatic_Biofoundry.md,Reference_PDF/06_Life_Sciences/Unknown_2025_Protein_Language_Models_Automatic_Biofoundry.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0621,DCA-000237,04-04-051,051,04-04-051,active_code,2026-07-05,codex,,,initial_assignment,,04,high,main_scientific_object,,04.04,04.04,legacy,low,unreviewed,04,none,An integrated high-throughput robotic platform and active learning approach for accelerated discovery of optimal electrolyte formulations,Notes/04_Materials_Science/Noh_2024_Robotic_Electrolyte_Formulation_Discovery.md,Reference_PDF/04_Materials_Science/Noh_2024_Robotic_Electrolyte_Formulation_Discovery.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0622,DCA-000238,04-04-052,052,04-04-052,active_code,2026-07-05,codex,,,initial_assignment,,04,high,main_scientific_object,,04.04,04.04,legacy,low,unreviewed,04,none,Active learning accelerates electrolyte solvent screening for anode-free lithium metal batteries,Notes/04_Materials_Science/Ma_2025_Active_Learning_Electrolyte_Screening.md,Reference_PDF/04_Materials_Science/Ma_2025_Active_Learning_Electrolyte_Screening.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0623,DCA-000239,05-02-001,001,05-02-001,active_code,2026-07-05,codex,,,initial_assignment,,05,high,main_scientific_object,,05.02,05.02,legacy,low,unreviewed,05,none,ClimAgent: LLM as Agents for Autonomous Open-ended Climate Science Analysis,Notes/05_Earth_and_Environmental_Sciences/Wang_2026_ClimAgent.md,Reference_PDF/05_Earth_and_Environmental_Sciences/Wang_2026_ClimAgent.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0624,DCA-000240,11-07-004,004,11-07-004,active_code,2026-07-05,codex,,,initial_assignment,,11,high,main_scientific_object,,11.07,11.07,legacy,low,unreviewed,11,none,SciSciGPT: advancing human-AI collaboration in the science of science,Notes/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Shao_2025_SciSciGPT.md,Reference_PDF/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Shao_2025_SciSciGPT.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0625,DCA-000241,11-07-005,005,11-07-005,active_code,2026-07-05,codex,,,initial_assignment,,11,high,main_scientific_object,,11.07,11.07,legacy,low,unreviewed,11,none,ReviewAgents: Bridging the Gap Between Human and AI-Generated Paper Reviews,Notes/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Gao_2025_ReviewAgents.md,Reference_PDF/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Gao_2025_ReviewAgents.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0626,DCA-000242,11-07-006,006,11-07-006,active_code,2026-07-05,codex,,,initial_assignment,,11,high,main_scientific_object,,11.07,11.07,legacy,low,unreviewed,11,none,From Passive Generation to Investigation: A Proactive Scientific Peer Review Agent,Notes/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Fang_2026_ProReviewer.md,Reference_PDF/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Fang_2026_ProReviewer.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0627,DCA-000243,10-02-001,001,10-02-001,active_code,2026-07-05,codex,,,initial_assignment,,10,high,main_scientific_object,,10.02,10.02,legacy,low,unreviewed,10,none,Adaptive Science Operations in Deep Space Missions Using Offline Belief State Planning,Notes/10_Aerospace_Marine_and_Transportation_Sciences/Kim_2025_Adaptive_Science_Operations_Deep_Space.md,Reference_PDF/10_Aerospace_Marine_and_Transportation_Sciences/Kim_2025_Adaptive_Science_Operations_Deep_Space.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0628,DCA-000244,11-07-007,007,11-07-007,active_code,2026-07-05,codex,,,initial_assignment,,11,high,main_scientific_object,,11.07,11.07,legacy,low,unreviewed,11,none,ScholarPeer: A Context-Aware Multi-Agent Framework for Automated Peer Review,Notes/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Unknown_2026_ScholarPeer.md,Reference_PDF/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Unknown_2026_ScholarPeer.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0629,DCA-000245,11-07-008,008,11-07-008,active_code,2026-07-05,codex,,,initial_assignment,,11,high,main_scientific_object,,11.07,11.07,legacy,low,unreviewed,11,none,CiteME: Can Language Models Accurately Cite Scientific Claims?,Notes/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Press_2024_CiteME.md,Reference_PDF/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Press_2024_CiteME.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0630,DCA-000246,04-01-007,007,04-01-007,active_code,2026-07-05,codex,,,initial_assignment,,04,high,main_scientific_object,,04.01,04.01,legacy,low,unreviewed,04,none,Autonomous robotic experimentation system for powder X-ray diffraction,Notes/04_Materials_Science/Yotsumoto_2024_Autonomous_PXRD_Experimentation.md,Reference_PDF/04_Materials_Science/Yotsumoto_2024_Autonomous_PXRD_Experimentation.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0631,DCA-000247,04-04-053,053,04-04-053,active_code,2026-07-05,codex,,,initial_assignment,,04,high,main_scientific_object,,04.04,04.04,legacy,low,unreviewed,04,none,Autonomous Discovery of Polymer Electrolyte Formulations with Warm-Start Batch Bayesian Optimization,Notes/04_Materials_Science/Ruza_2025_Polymer_Electrolyte_WarmStart_BO.md,,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0632,DCA-000248,05-04-001,001,05-04-001,active_code,2026-07-05,codex,,,initial_assignment,,05,high,main_scientific_object,,05.04,05.04,legacy,low,unreviewed,05,none,A Hierarchical Multi-Agent System for Autonomous Discovery in Geoscientific Data Archives,Notes/05_Earth_and_Environmental_Sciences/Pantiukhin_2026_Geoscientific_Data_Archives_MAS.md,Reference_PDF/05_Earth_and_Environmental_Sciences/Pantiukhin_2026_Geoscientific_Data_Archives_MAS.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0633,DCA-000249,05-02-002,002,05-02-002,active_code,2026-07-05,codex,,,initial_assignment,,05,high,main_scientific_object,,05.02,05.02,legacy,low,unreviewed,05,none,A Self-Evolving AI Agent System for Climate Science,Notes/05_Earth_and_Environmental_Sciences/Guo_2025_EarthLink_Climate_Science.md,Reference_PDF/05_Earth_and_Environmental_Sciences/Guo_2025_EarthLink_Climate_Science.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0634,DCA-000250,08-01-002,002,08-01-002,active_code,2026-07-05,codex,,,initial_assignment,,08,high,main_scientific_object,,08.01,08.01,legacy,low,unreviewed,08,none,Aleks: AI powered Multi Agent System for Autonomous Scientific Discovery via Data-Driven Approaches in Plant Science,Notes/08_Agricultural_Food_Forestry_Animal_and_Fishery_Sciences/Jin_2025_Aleks.md,Reference_PDF/08_Agricultural_Food_Forestry_Animal_and_Fishery_Sciences/Jin_2025_Aleks.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0635,DCA-000251,05-02-003,003,05-02-003,active_code,2026-07-05,codex,,,initial_assignment,,05,high,main_scientific_object,,05.02,05.02,legacy,low,unreviewed,05,none,TianJi: An autonomous AI meteorologist for discovering physical mechanisms in atmospheric science,Notes/05_Earth_and_Environmental_Sciences/Zhang_2026_TianJi_Autonomous_Meteorologist.md,Reference_PDF/05_Earth_and_Environmental_Sciences/Zhang_2026_TianJi_Autonomous_Meteorologist.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0636,DCA-000252,11-07-009,009,11-07-009,active_code,2026-07-05,codex,,,initial_assignment,,11,high,main_scientific_object,,11.07,11.07,legacy,low,unreviewed,11,none,EGTR-Review: Efficient Evidence-Grounded Scientific Peer Review,Notes/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Unknown_2026_EGTR_Review.md,Reference_PDF/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Unknown_2026_EGTR_Review.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0637,DCA-000253,11-07-010,010,11-07-010,active_code,2026-07-05,codex,,,initial_assignment,,11,high,main_scientific_object,,11.07,11.07,legacy,low,unreviewed,11,none,Leveraging LLM-based agents for social science research: insights from citation network simulations,Notes/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Unknown_2025_Citation_Network_Simulations.md,Reference_PDF/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Unknown_2025_Citation_Network_Simulations.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0644,DCA-000254,11-02-001,001,11-02-001,active_code,2026-07-05,codex,,,initial_assignment,,11,high,main_scientific_object,,11.02,11.02,legacy,low,unreviewed,11,none,LLM Agents as Social Scientists: A Human-AI Collaborative Platform for Social Science Automation,Notes/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Wang_2026_S_Researcher_Social_Science_Automation.md,Reference_PDF/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Wang_2026_S_Researcher_Social_Science_Automation.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0645,DCA-000255,10-02-002,002,10-02-002,active_code,2026-07-05,codex,,,initial_assignment,,10,high,main_scientific_object,,10.02,10.02,legacy,low,unreviewed,10,none,The Autonomous Sciencecraft Experiment Onboard the EO-1 Spacecraft,Notes/10_Aerospace_Marine_and_Transportation_Sciences/Tran_2004_Autonomous_Sciencecraft_EO1.md,Reference_PDF/10_Aerospace_Marine_and_Transportation_Sciences/Tran_2004_Autonomous_Sciencecraft_EO1.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0647,DCA-000256,10-02-003,003,10-02-003,active_code,2026-07-05,codex,,,initial_assignment,,10,high,main_scientific_object,,10.02,10.02,legacy,low,unreviewed,10,none,Autonomous Small Body Science Operations Using Reinforcement Learning,Notes/10_Aerospace_Marine_and_Transportation_Sciences/Herrmann_2022_Autonomous_Small_Body_Science_Operations.md,Reference_PDF/10_Aerospace_Marine_and_Transportation_Sciences/Herrmann_2022_Autonomous_Small_Body_Science_Operations.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0648,DCA-000257,10-02-004,004,10-02-004,active_code,2026-07-05,codex,,,initial_assignment,,10,high,main_scientific_object,,10.02,10.02,legacy,low,unreviewed,10,none,Reinforcement Learning For Earth-Observing Satellite Autonomy With Event-Based Task Intervals,Notes/10_Aerospace_Marine_and_Transportation_Sciences/Stephenson_2024_Earth_Observing_Satellite_Autonomy.md,Reference_PDF/10_Aerospace_Marine_and_Transportation_Sciences/Stephenson_2024_Earth_Observing_Satellite_Autonomy.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0649,DCA-000258,05-02-004,004,05-02-004,active_code,2026-07-05,codex,,,initial_assignment,,05,high,main_scientific_object,,05.02,05.02,legacy,low,unreviewed,05,none,"CMIP-Forge: An Agentic System that Retrieves, Computes, and Self-Reviews Climate Science",Notes/05_Earth_and_Environmental_Sciences/Pantiukhin_2026_CMIP_Forge.md,Reference_PDF/05_Earth_and_Environmental_Sciences/Pantiukhin_2026_CMIP_Forge.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0650,DCA-000259,05-04-002,002,05-04-002,active_code,2026-07-05,codex,,,initial_assignment,,05,medium,manual_override,structured_remark_primary_module_for_filing,05.04,05.04,legacy,low,unreviewed,05;08;11,none,OpenEarth-Agent: From Tool Calling to Tool Creation for Open-Environment Earth Observation,Notes/05_Earth_and_Environmental_Sciences/Zhao_2026_OpenEarth_Agent.md,Reference_PDF/05_Earth_and_Environmental_Sciences/Zhao_2026_OpenEarth_Agent.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0651,DCA-000260,05-02-005,005,05-02-005,active_code,2026-07-05,codex,,,initial_assignment,,05,medium,manual_override,structured_remark_primary_module_for_filing,05.02,05.02,legacy,low,unreviewed,05;11,none,AI Driven Discovery of Bio Ecological Mediation in Cascading Heatwave Risks,Notes/05_Earth_and_Environmental_Sciences/Wang_2025_Heatwave_Discovery_Agent.md,Reference_PDF/05_Earth_and_Environmental_Sciences/Wang_2025_Heatwave_Discovery_Agent.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0652,DCA-000261,11-07-011,011,11-07-011,active_code,2026-07-05,codex,,,initial_assignment,,11,high,main_scientific_object,,11.07,11.07,legacy,low,unreviewed,11,none,ResearchTown: Simulator of Human Research Community,Notes/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Yu_2024_ResearchTown.md,Reference_PDF/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Yu_2024_ResearchTown.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0653,DCA-000262,05-04-003,003,05-04-003,active_code,2026-07-05,codex,,,initial_assignment,,05,high,main_scientific_object,,05.04,05.04,legacy,low,unreviewed,05,none,Earth-Agent: Unlocking the Full Landscape of Earth Observation with Agents,Notes/05_Earth_and_Environmental_Sciences/Feng_2025_Earth_Agent.md,Reference_PDF/05_Earth_and_Environmental_Sciences/Feng_2025_Earth_Agent.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0654,DCA-000263,11-01-001,001,11-01-001,active_code,2026-07-05,codex,,,initial_assignment,,11,high,main_scientific_object,,11.01,11.01,legacy,low,unreviewed,11,none,HLER: Human-in-the-Loop Economic Research via Multi-Agent Pipelines for Empirical Discovery,Notes/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Zhu_2026_HLER.md,Reference_PDF/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Zhu_2026_HLER.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0655,DCA-000264,11-07-012,012,11-07-012,active_code,2026-07-05,codex,,,initial_assignment,,11,high,main_scientific_object,,11.07,11.07,legacy,low,unreviewed,11,none,TreeReview: A Dynamic Tree of Questions Framework for Deep and Efficient LLM-based Scientific Peer Review,Notes/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Chang_2025_TreeReview.md,Reference_PDF/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Chang_2025_TreeReview.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0656,DCA-000265,11-07-013,013,11-07-013,active_code,2026-07-05,codex,,,initial_assignment,,11,high,main_scientific_object,,11.07,11.07,legacy,low,unreviewed,11,none,AI-Assisted Peer Review at Scale: The AAAI-26 AI Review Pilot,Notes/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Biswas_2026_AAAI_AI_Review_Pilot.md,Reference_PDF/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Biswas_2026_AAAI_AI_Review_Pilot.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0658,DCA-000266,11-07-014,014,11-07-014,active_code,2026-07-05,codex,,,initial_assignment,,11,high,main_scientific_object,,11.07,11.07,legacy,low,unreviewed,11,none,"Read the Paper, Write the Code: Agentic Reproduction of Social-Science Results",Notes/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Kohler_2026_Agentic_Reproduction_Social_Science.md,Reference_PDF/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Kohler_2026_Agentic_Reproduction_Social_Science.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
